Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDB58,,low fat,0.018322,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1413.792,3.9,2022-06-14
FDH10,6.778,low fat,0.085398,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2231.7152,4.633,2022-06-19
FDN51,19.659,Low Fat ,0.034335,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,2054.0302,4.1,2023-02-10
FDU18,17.707,low fat,0.045756,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2297.6795,3.631,2023-02-18
FDV24,13.227,Low Fat,0.044717,Breakfast,OUT027,1985,Medium,Tier 3,Supermarket Type3,6422.5111,4.1,2022-11-03
FDN58,5.263, Regular,0.042732,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,1058.7126,4.0,2023-06-10
FDA52,,Regular,0.024052,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.4984,4.076,2022-09-04
FDR56,20.984,Low Fat ,0.019318,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2448.0203,3.9,2023-01-25
FDD16,18.287,Low Fat ,0.026046,Meat,OUT019,1985,Small,Tier 1,Grocery Store,2003.5999,4.2,2022-12-19
NCB29,20.014,Low Fat,0.048243,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,1709.0119,3.6,2022-04-27
DRD28,12.916,LF,0.062574,Hard Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2152.3101,3.5,2023-08-07
FDJ57,8.897,Low Fat ,0.048729,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1388.7521,3.4,2023-01-30
FDC16,11.398,reg,0.160241,Seafood,OUT027,1985,Medium,Tier 3,Supermarket Type3,7956.7479,3.7,2023-07-13
FDW38,13.506,LF,0.033341,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,2261.9178,4.6,2023-09-27
FDH22,18.209, Regular,0.074442,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,2878.3132,3.5,2022-04-28
FDP42,10.581,Low Fat ,0.087211,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,8030.8558,4.2,2023-05-22
FDB38,6.704,Low Fat,0.092227,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,2110.6833,4.171,2022-06-05
FDX57,14.882,LF,0.044662,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,3624.8419,3.7,2022-05-29
FDC30,,reg,0.073497,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,2755.4897,3.709,2023-12-25
NCM19,20.634,LF,0.109375,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.0745,3.7,2022-04-06
DRD28,12.916,LF,0.029136,Hard Drinks,OUT045,2002,,Tier 2,Supermarket Type1,3635.0818,4.0,2023-02-08
FDY45,18.592,Low Fat,0.035233,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,373.1936,4.368,2022-04-09
NCN55,9.065,low fat,0.081205,Others,OUT010,1998,,Tier 3,Grocery Store,967.3674,3.8,2022-10-11
FDK29,12.272,reg,0.055882,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3512.6258,4.1,2022-08-18
FDQ13,17.802,Low Fat,0.0,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,2961.7603,4.0,2022-09-22
FDS34,12.787,Regular,0.022218,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,1514.0217,3.4,2022-12-04
DRK42,18.35,low fat,0.053086,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,1782.9079,3.7,2022-08-27
FDX35,5.017,Low Fat,0.100722,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,10326.0416,3.8,2022-10-30
NCM44,15.08,Low Fat,0.018435,Others,OUT045,2002,,Tier 2,Supermarket Type1,4666.3279,3.5,2023-08-14
FDE45,9.688,Regular,0.051178,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1083.4032,3.4,2023-09-30
FDJ47,7.268,LF,0.042404,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,5036.6848,4.212,2023-05-14
FDE52,11.89,Low Fat ,0.078725,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,1872.8354,4.2,2022-04-17
FDB48,,reg,0.031427,Breakfast,OUT018,2009,Medium,Tier 3,Supermarket Type2,4182.0071,3.9,2023-03-30
FDE47,14.375,low fat,0.063004,Canned,OUT017,2007,,Tier 2,Supermarket Type1,2408.6269,4.0,2022-03-10
FDV44,,LF,0.025598,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,1376.5608,4.7,2023-07-27
NCE16,5.286,LF,0.03988,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,1338.7015,4.1,2022-03-29
FDA31,5.689,Regular,0.025266,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,5685.9476,4.2,2023-09-26
NCR21,17.495,LF,0.035336,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.3758,3.892,2022-07-31
FDH23,19.557,low fat,0.084732,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,1786.473,4.3,2023-05-22
NCM46,,low fat,0.035867,Others,OUT019,1985,Small,Tier 1,Grocery Store,927.0731,3.8,2022-09-26
FDQ13,17.802,LF,0.039119,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,1636.799,4.8,2022-06-07
FDM18,18.796,low fat,0.03732,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2107.9457,3.514,2023-04-03
FDF26,,low fat,0.0579,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,4305.1522,3.9,2023-08-02
NCF52,8.729,low fat,0.029655,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.7595,3.9,2022-09-06
FDC13,13.006,Low Fat ,0.065886,Seafood,OUT010,1998,,Tier 3,Grocery Store,1082.575,4.3,2023-02-03
FDC30,10.684,Regular,0.092165,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,2254.0825,4.621,2022-09-10
FDV27,5.974,reg,0.020953,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,11107.1184,4.6,2022-10-09
FDP20,,LF,0.083351,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1076.7298,4.6,2023-06-30
FDE52,11.89,low fat,0.058455,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,6775.9609,4.1,2022-10-29
FDF44,14.414,Low Fat ,0.031165,Starchy Foods,OUT013,1987,High,Tier 3,Supermarket Type1,4099.2039,3.839,2023-09-06
FDH46,8.263,Regular,0.030031,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,4470.6598,4.0,2023-11-27
FDW15,5.699,Low Fat ,0.098618,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,1084.7935,4.1,2022-12-20
NCF58,12.655,low fat,0.045268,Household,OUT017,2007,,Tier 2,Supermarket Type1,4613.3149,4.339,2023-12-21
FDE54,12.08,LF,0.033007,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,4612.7088,4.3,2023-02-18
FDX47,11.08,Low Fat ,0.053218,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,6132.4054,4.6,2023-02-15
FDX24,12.548,Regular,0.028267,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2235.7975,4.3,2022-02-11
DRE22,18.87,low fat,0.091523,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2864.4939,3.896,2022-11-28
FDM52,8.427,LF,0.023949,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2340.6846,3.9,2022-12-16
DRY34,,reg,0.058172,Hard Drinks,OUT019,1985,Small,Tier 1,Grocery Store,6171.5037,3.9,2022-10-05
FDV51,,Regular,0.095232,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,5113.8388,4.1,2022-07-08
FDP20,18.251,LF,0.123899,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,4149.227,3.91,2023-10-10
NCN59,8.165,Low Fat,0.06797,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,1486.2544,3.562,2023-01-06
NCJ46,7.234,LF,0.0522,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2328.0497,3.535,2023-01-25
NCF33,14.13,Low Fat ,0.0,Health and Hygiene,OUT010,1998,,Tier 3,Grocery Store,341.7993,4.0,2023-04-11
FDW30,5.672,reg,0.021961,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.3761,3.6,2023-09-22
FDP54,,reg,0.044882,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2114.4382,4.3,2022-06-04
FDP41,10.818,low fat,0.04807,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2662.4963,4.0,2022-06-10
FDM27,,Regular,0.040596,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,3311.695,4.2,2023-05-14
FDA31,5.689,Regular,0.06163,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,4844.9727,3.9,2023-11-05
FDE44,6.406,Regular,0.053762,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,5245.3768,3.6,2023-09-22
FDP28,12.295,Regular,0.05138,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,2152.8959,3.7,2023-01-24
DRN40,16.945,Low Fat ,0.029375,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1756.6129,3.8,2023-05-30
FDP16,20.034,Regular,0.0,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2648.1547,4.2,2022-11-23
FDM11,10.74,LF,0.155473,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,4319.4586,3.9,2023-08-27
FDW35,20.905,Low Fat,0.05177,Breakfast,OUT017,2007,,Tier 2,Supermarket Type1,8736.7527,4.1,2023-08-16
NCP55,13.831,Low Fat,0.048097,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1642.1501,3.9,2022-03-22
FDP54,8.636,Regular,0.033145,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,891.905,4.5,2022-05-12
FDG26,,Regular,0.0,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,5488.1383,3.5,2022-12-31
NCU31,,low fat,0.082167,Others,OUT017,2007,,Tier 2,Supermarket Type1,726.3936,3.6,2022-06-08
FDV13,15.281,Low Fat ,0.0,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,1533.2666,4.122,2023-06-27
DRP23,8.296,Regular,0.050095,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,1181.114,3.597,2022-02-01
FDM48,18.414,Regular,0.015943,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,3611.7307,4.207,2023-08-24
DRE51,20.622,Low Fat,0.062873,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,3130.1023,3.9,2022-11-25
DRB37,16.928,Low Fat,0.137833,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.9879,3.5,2022-10-13
FDX53,10.726,Regular,0.072623,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,5576.7992,4.3,2022-08-14
FDA23,10.56,Low Fat,0.043935,Baking Goods,OUT049,1999,Medium,Tier 1,Supermarket Type1,5017.5106,4.2,2023-12-21
FDG11,13.626,reg,0.0,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.5496,4.3,2023-01-14
FDB28,18.916,low fat,0.054204,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,5272.9321,4.3,2023-08-16
FDX47,11.08,Low Fat,0.062025,Meat,OUT017,2007,,Tier 2,Supermarket Type1,3655.735,4.534,2022-10-19
FDF16,19.706,Low Fat ,0.039005,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2434.1306,4.0,2023-10-18
DRC11,,reg,0.02279,Soft Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,5148.6375,4.3,2023-05-31
NCS11,4.709,low fat,0.054008,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.1486,3.5,2023-09-12
FDC37,20.067,Regular,0.024055,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,7980.0579,3.9,2022-10-28
FDB54,10.299, Regular,0.071981,Meat,OUT019,1985,Small,Tier 1,Grocery Store,426.6052,4.8,2022-06-07
DRG58,5.761,reg,0.038489,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,1688.6368,4.1,2022-04-18
FDU43,9.272, Regular,0.0,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,759.1724,3.9,2023-03-18
FDF13,5.222,Low Fat ,0.053891,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,2347.9973,3.9,2022-01-26
FDE22,,reg,0.018757,Canned,OUT019,1985,Small,Tier 1,Grocery Store,2339.5813,4.2,2022-05-12
FDC24,14.825, Regular,0.155009,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,4181.8111,4.064,2022-11-17
FDW38,,low fat,0.035581,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,11123.4157,3.722,2023-01-16
FDX16,6.447,LF,0.020471,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,1168.2444,4.1,2022-04-18
FDE31,,low fat,0.020849,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2589.1034,3.9,2023-03-05
NCA51,19.257,low fat,0.022627,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,7461.2995,4.1,2022-09-02
NCS34,12.451,low fat,0.094481,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,10377.0375,4.3,2022-05-04
FDC24,14.825,Regular,0.012368,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,2622.7425,4.1,2023-04-30
FDM18,18.796,Low Fat ,0.065744,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,6046.9949,4.4,2023-08-19
FDQ17,15.182,Regular,0.018003,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,1775.4526,4.4,2023-04-09
FDX55,11.307, Regular,0.074394,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3434.5034,4.0,2023-04-02
FDU33,7.71,LF,0.083882,Breads,OUT017,2007,,Tier 2,Supermarket Type1,831.4192,4.2,2022-11-18
FDN13,20.497,low fat,0.0268,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,6880.8638,4.2,2023-11-24
FDP42,,low fat,0.034686,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,1792.2119,3.8,2022-06-24
FDF25,7.934,Low Fat,0.029171,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,1853.3251,4.2,2023-03-21
DRM59,,Low Fat ,0.056027,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,3121.913,4.2,2022-07-21
FDA16,12.896, Regular,0.023014,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2229.4743,4.1,2023-05-15
FDV20,16.505,LF,0.098896,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,6931.673,4.1,2023-03-01
FDN26,13.151,LF,0.013602,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,4052.5845,4.3,2022-11-17
FDW31,20.288,Low Fat,0.111436,Baking Goods,OUT010,1998,,Tier 3,Grocery Store,592.7563,3.7,2023-08-24
FDP49,19.303,Regular,0.045948,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3849.6945,4.123,2022-10-31
FDS17,16.139, Regular,0.014842,Starchy Foods,OUT017,2007,,Tier 2,Supermarket Type1,2317.2424,4.2,2023-01-09
FDG43,20.952,reg,0.035011,Meat,OUT045,2002,,Tier 2,Supermarket Type1,1576.7708,4.2,2022-11-19
DRJ33,6.311, Regular,0.0305,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,2959.1351,3.6,2023-09-11
DRY34,9.338, Regular,0.120578,Hard Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,4560.5714,4.2,2023-11-30
FDR34,5.333,Low Fat ,0.090324,Seafood,OUT013,1987,High,Tier 3,Supermarket Type1,1807.0563,3.7,2022-07-19
FDC35,,Low Fat ,0.08014,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,1869.2781,3.624,2023-03-04
FDE57,9.617,LF,0.06353,Starchy Foods,OUT017,2007,,Tier 2,Supermarket Type1,3667.1112,4.3,2022-01-03
FDD24,6.241, Regular,0.035965,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2309.7446,3.8,2022-04-09
FDR47,15.72,Regular,0.018698,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,2429.6015,4.2,2023-11-06
FDJ33,9.63,low fat,0.056506,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,4042.1006,3.6,2022-07-08
FDE32,,LF,0.084995,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,3303.9348,4.467,2022-02-27
FDH39,,reg,0.033226,Frozen Foods,OUT019,1985,Small,Tier 1,Grocery Store,1835.8795,4.0,2023-06-18
NCN55,9.065,LF,0.085747,Others,OUT049,1999,Medium,Tier 1,Supermarket Type1,2691.8051,4.5,2022-05-16
DRC37,8.486,reg,0.162514,Hard Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,3242.1382,4.2,2023-01-08
FDY49,,Low Fat ,0.046762,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,2179.8799,4.4,2022-04-05
FDR56,,Low Fat,0.040248,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1974.2276,3.575,2023-10-27
FDX33,17.218,Low Fat,0.07819,Breads,OUT049,1999,Medium,Tier 1,Supermarket Type1,719.9392,4.188,2022-09-14
FDD44,8.69,Regular,0.067923,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,4398.3874,3.7,2022-10-27
DRC39,8.987,LF,0.054015,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,5363.199,3.4,2022-05-27
FDB59,5.156,Low Fat,0.048375,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,1244.8155,4.028,2022-08-18
FDC33,11.53,Regular,0.079275,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,1191.9104,4.2,2022-08-10
NCC24,20.015,LF,0.0,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,1570.7249,4.5,2022-04-24
FDE35,11.964,Low Fat,0.0,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,6718.7481,3.7,2022-11-23
FDQ15,20.834,Low Fat ,0.02763,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,4650.5884,3.913,2022-03-04
FDP37,20.789,Regular,0.041606,Meat,OUT045,2002,,Tier 2,Supermarket Type1,2587.6046,3.513,2022-04-24
FDP49,19.303,Regular,0.035399,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1995.634,2.971,2023-06-28
FDN17,14.003,low fat,0.03136,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,3458.2796,3.9,2022-04-13
NCM10,16.331,Low Fat,0.066272,Household,OUT013,1987,High,Tier 3,Supermarket Type1,2172.4046,3.417,2023-06-26
NCQ16,12.209,Low Fat ,0.008409,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,1878.921,4.3,2023-12-11
FDM45,10.745,LF,0.034917,Breads,OUT017,2007,,Tier 2,Supermarket Type1,3246.4027,4.4,2022-03-17
FDE58,7.959,Regular,0.023012,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,2058.1145,4.098,2023-05-08
FDD54,16.63,Regular,0.044094,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,1246.6691,3.7,2022-01-03
DRF20,20.865,Low Fat,0.034339,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,5650.1254,3.6,2023-09-19
FDQ24,11.524,low fat,0.030052,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1562.3258,3.9,2023-05-06
FDP56,8.522, Regular,0.030499,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,13086.9648,3.0,2023-10-22
FDP32,17.035,Regular,0.054237,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3683.0989,3.8,2022-10-03
FDR28,,Low Fat ,0.03339,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,761.7771,4.5,2022-07-12
FDQ51,17.133,reg,0.043414,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,4912.6381,4.0,2023-01-02
FDU25,18.973,low fat,0.028717,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,2452.6844,4.503,2022-12-21
FDW27,5.092, Regular,0.037104,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,2787.3982,3.9,2022-11-12
FDU57,16.72,Low Fat,0.040556,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,7576.3934,3.8,2022-07-24
FDX29,16.428, Regular,0.027755,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,3353.4614,4.2,2023-02-13
NCQ15,,Low Fat ,0.058709,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,5037.8386,3.7,2023-05-06
FDD14,19.564,Low Fat,0.034515,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,2116.3267,4.121,2023-05-05
FDA47,, Regular,0.091849,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1346.461,4.0,2022-05-17
FDX13,,Low Fat ,0.024759,Breakfast,OUT049,1999,Medium,Tier 1,Supermarket Type1,3762.1327,4.2,2022-08-15
FDN10,,Low Fat,0.034636,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2195.4743,4.1,2022-02-08
DRE52,17.878,low fat,0.01427,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,1498.404,3.8,2022-03-05
FDQ26,16.66,Low Fat,0.056152,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,3822.5106,4.1,2023-10-09
DRU50,20.589,low fat,0.047997,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2472.9763,4.1,2023-11-17
FDE35,11.964,Low Fat,0.023057,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,2732.802,3.1,2023-12-03
DRA24,6.241,Low Fat,0.061594,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,1186.499,4.8,2022-12-26
FDS51,,low fat,0.067382,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1784.5713,4.0,2022-06-04
FDD51,5.897,Low Fat,0.074643,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,2408.6226,4.283,2022-02-20
FDE43,13.544,low fat,0.058519,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2236.5858,4.4,2023-01-13
FDA42,,Low Fat,0.063956,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,7551.7389,3.7,2022-10-03
DRC17,19.571,Low Fat ,0.035455,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,2750.7477,4.2,2022-11-15
FDP15,10.188,Regular,0.05907,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,844.3044,4.5,2022-08-17
FDW20,12.24,LF,0.066217,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1448.4255,4.181,2023-09-23
FDF26,8.315,Low Fat,0.013209,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1289.5329,4.1,2023-10-06
FDR32,7.453,Low Fat ,0.026721,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,3.5,2023-01-16
NCQ22,14.662,low fat,0.071801,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,4663.3235,4.8,2022-03-05
FDP47,,Regular,0.063077,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,8463.2303,4.1,2022-12-19
DRC23,5.584,reg,0.026047,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1415.7129,3.2,2022-04-25
FDX27,,low fat,0.112648,Breakfast,OUT049,1999,Medium,Tier 1,Supermarket Type1,1069.2495,3.6,2023-08-18
NCH58,,Low Fat ,0.060622,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,1756.9907,4.3,2022-08-15
FDN27,16.64,Low Fat,0.034616,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,3069.3698,3.8,2023-02-15
NCS11,,low fat,0.066341,Others,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.9369,3.5,2022-09-24
FDS42,10.114,Low Fat,0.127263,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1342.4075,4.1,2023-01-13
FDS46,16.481, Regular,0.033533,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1007.5936,3.6,2023-10-02
NCV44,6.268,LF,0.03405,Household,OUT010,1998,,Tier 3,Grocery Store,446.9436,3.801,2022-03-04
FDB43,9.581,reg,0.021246,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1634.6616,4.2,2022-05-27
DRN52,12.709,reg,0.015142,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,838.7521,3.3,2023-07-23
FDG39,19.711,Low Fat,0.099341,Seafood,OUT035,2004,Small,Tier 2,Supermarket Type1,2075.911,3.6,2023-01-30
FDQ15,20.834,Low Fat ,0.056734,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.8782,3.8,2023-04-27
NCJ50,,Low Fat ,0.036621,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,8008.8551,3.8,2023-05-21
FDF26,8.315,Low Fat,0.137735,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,5339.0941,3.708,2023-06-21
FDE43,13.544,Low Fat ,0.045029,Snack Foods,OUT019,1985,Small,Tier 1,Grocery Store,724.6801,4.2,2022-11-23
FDH41,19.239,Low Fat ,0.03711,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2338.0983,4.0,2022-09-27
FDA27,8.785,low fat,0.034611,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2049.8934,4.1,2023-07-25
FDR21,4.843,low fat,0.063025,Meat,OUT019,1985,Small,Tier 1,Grocery Store,849.6949,3.8,2023-02-05
NCD44,11.601,Low Fat,0.029672,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,6260.6765,4.4,2023-09-30
FDN46,9.646,LF,0.048163,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1409.3792,3.9,2022-11-29
FDS54,20.56, Regular,0.057174,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1505.9576,4.0,2023-05-12
FDE57,9.617,low fat,0.0,Starchy Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3729.0821,4.2,2022-01-15
FDY47,18.082,low fat,0.107946,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,550.6607,4.4,2023-01-31
FDS21,14.595,Low Fat ,0.060195,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.0442,4.2,2022-04-03
FDA55,6.279,Regular,0.022819,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,2852.0024,3.9,2023-05-31
NCW55,17.621,low fat,0.025398,Health and Hygiene,OUT019,1985,Small,Tier 1,Grocery Store,1417.5675,3.9,2022-05-14
